Dissolved_Oxygen,salinities,Aquatic_Environment
15,3.4,"Very High Oxygen, Low Salinity Wetland - Fish: Catfish, Pike"
15,3.4,"Very High Oxygen, Low Salinity Wetland - Fish: Catfish, Pike"
16.5,3.4,"Very High Oxygen, Low Salinity Wetland - Fish: Catfish, Pike"
7.8,3.4,"Moderate Oxygen, Freshwater River - Fish: Trout, Whitefish"
9.3,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
10.6,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
9.3,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
7.6,3.4,"Moderate Oxygen, Freshwater River - Fish: Trout, Whitefish"
6.6,3.4,"Moderate Oxygen, Low Salinity Freshwater Lake - Fish: Bass, Carp"
9.3,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8.4,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
7.6,3.4,"Moderate Oxygen, Freshwater River - Fish: Trout, Whitefish"
10.5,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
10.2,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8.7,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8.6,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
9.5,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
9.8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
9.3,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8.2,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
9.9,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
9.1,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
9,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
9.3,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8.1,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8.5,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
7.5,3.4,"Moderate Oxygen, Freshwater River - Fish: Trout, Whitefish"
9.2,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
7.3,3.4,"Moderate Oxygen, Freshwater River - Fish: Trout, Whitefish"
10,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
7.8,3.4,"Moderate Oxygen, Freshwater River - Fish: Trout, Whitefish"
8.9,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
6.5,3.4,"Moderate Oxygen, Low Salinity Freshwater Lake - Fish: Bass, Carp"
8.5,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
11,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8.4,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
9.1,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
7.6,3.4,"Moderate Oxygen, Freshwater River - Fish: Trout, Whitefish"
10,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
7.6,3.4,"Moderate Oxygen, Freshwater River - Fish: Trout, Whitefish"
6.8,3.4,"Moderate Oxygen, Low Salinity Freshwater Lake - Fish: Bass, Carp"
7.4,3.4,"Moderate Oxygen, Freshwater River - Fish: Trout, Whitefish"
9.1,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8.2,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
11.4,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8.8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
11,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
10.8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8.3,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
7.4,3.4,"Moderate Oxygen, Freshwater River - Fish: Trout, Whitefish"
12,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
6.8,3.4,"Moderate Oxygen, Low Salinity Freshwater Lake - Fish: Bass, Carp"
7.8,3.4,"Moderate Oxygen, Freshwater River - Fish: Trout, Whitefish"
9.2,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
7.4,3.4,"Moderate Oxygen, Freshwater River - Fish: Trout, Whitefish"
9,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8.6,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
7.2,3.4,"Moderate Oxygen, Freshwater River - Fish: Trout, Whitefish"
10,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
7,3.4,"Moderate Oxygen, Low Salinity Freshwater Lake - Fish: Bass, Carp"
9.2,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
7.6,3.4,"Moderate Oxygen, Freshwater River - Fish: Trout, Whitefish"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
11.4,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
11.1,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
11,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8.6,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8.9,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
12,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
10,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
7,3.4,"Moderate Oxygen, Low Salinity Freshwater Lake - Fish: Bass, Carp"
9,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
11.6,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8.3,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
7.4,3.4,"Moderate Oxygen, Freshwater River - Fish: Trout, Whitefish"
10.8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
7.8,3.4,"Moderate Oxygen, Freshwater River - Fish: Trout, Whitefish"
11.5,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
10.8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8.5,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
7.8,3.4,"Moderate Oxygen, Freshwater River - Fish: Trout, Whitefish"
7.2,3.4,"Moderate Oxygen, Freshwater River - Fish: Trout, Whitefish"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
9.7,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
7,3.4,"Moderate Oxygen, Low Salinity Freshwater Lake - Fish: Bass, Carp"
9.6,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
7.6,3.4,"Moderate Oxygen, Freshwater River - Fish: Trout, Whitefish"
7.2,3.4,"Moderate Oxygen, Freshwater River - Fish: Trout, Whitefish"
12,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
10,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
10,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
10,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
12,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
12,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
12,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
11,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
12,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
9,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
12,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
12,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
11,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
12,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
12,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
12,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
12,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
12,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
10,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
12,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
12,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
10,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
12,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
12,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
12,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
12,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
12,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
12,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
12,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
10,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
11,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
11,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
12,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
11,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
12,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
10,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
12,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
12,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
12,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
12,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
12,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
10,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
12,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
12,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
11,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
6,3.4,"Moderate Oxygen, Low Salinity Freshwater Lake - Fish: Bass, Carp"
6,3.4,"Moderate Oxygen, Low Salinity Freshwater Lake - Fish: Bass, Carp"
6,3.4,"Moderate Oxygen, Low Salinity Freshwater Lake - Fish: Bass, Carp"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
6,3.4,"Moderate Oxygen, Low Salinity Freshwater Lake - Fish: Bass, Carp"
6,3.4,"Moderate Oxygen, Low Salinity Freshwater Lake - Fish: Bass, Carp"
6,3.4,"Moderate Oxygen, Low Salinity Freshwater Lake - Fish: Bass, Carp"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
6,3.4,"Moderate Oxygen, Low Salinity Freshwater Lake - Fish: Bass, Carp"
6,3.4,"Moderate Oxygen, Low Salinity Freshwater Lake - Fish: Bass, Carp"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
6,3.4,"Moderate Oxygen, Low Salinity Freshwater Lake - Fish: Bass, Carp"
6,3.4,"Moderate Oxygen, Low Salinity Freshwater Lake - Fish: Bass, Carp"
6,3.4,"Moderate Oxygen, Low Salinity Freshwater Lake - Fish: Bass, Carp"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
6,3.4,"Moderate Oxygen, Low Salinity Freshwater Lake - Fish: Bass, Carp"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
6,3.4,"Moderate Oxygen, Low Salinity Freshwater Lake - Fish: Bass, Carp"
6,3.4,"Moderate Oxygen, Low Salinity Freshwater Lake - Fish: Bass, Carp"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
6,3.4,"Moderate Oxygen, Low Salinity Freshwater Lake - Fish: Bass, Carp"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
6,3.4,"Moderate Oxygen, Low Salinity Freshwater Lake - Fish: Bass, Carp"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
6,3.4,"Moderate Oxygen, Low Salinity Freshwater Lake - Fish: Bass, Carp"
6,3.4,"Moderate Oxygen, Low Salinity Freshwater Lake - Fish: Bass, Carp"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
6,3.4,"Moderate Oxygen, Low Salinity Freshwater Lake - Fish: Bass, Carp"
6,3.4,"Moderate Oxygen, Low Salinity Freshwater Lake - Fish: Bass, Carp"
6,3.4,"Moderate Oxygen, Low Salinity Freshwater Lake - Fish: Bass, Carp"
6,3.4,"Moderate Oxygen, Low Salinity Freshwater Lake - Fish: Bass, Carp"
6,3.4,"Moderate Oxygen, Low Salinity Freshwater Lake - Fish: Bass, Carp"
6,3.4,"Moderate Oxygen, Low Salinity Freshwater Lake - Fish: Bass, Carp"
6,3.4,"Moderate Oxygen, Low Salinity Freshwater Lake - Fish: Bass, Carp"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
6,3.4,"Moderate Oxygen, Low Salinity Freshwater Lake - Fish: Bass, Carp"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
6,3.4,"Moderate Oxygen, Low Salinity Freshwater Lake - Fish: Bass, Carp"
8,3.4,"High Oxygen, Low Salinity Stream - Fish: Rainbow Trout, Perch"
6,3.4,"Moderate Oxygen, Low Salinity Freshwater Lake - Fish: Bass, Carp"
6,3.4,"Moderate Oxygen, Low Salinity Freshwater Lake - Fish: Bass, Carp"
6,3.4,"Moderate Oxygen, Low Salinity Freshwater Lake - Fish: Bass, Carp"
